Latitude,Longitude
25.017379166666668,121.54008583333334
25.017379166666668,121.54008583333334
25.017379,121.540086
25.017378833333332,121.54008616666667
25.017378666666666,121.54008616666667
25.0173785,121.5400865
25.0173785,121.5400865
25.017378333333333,121.54008666666667
25.017378333333333,121.54008683333333
25.017378166666667,121.540087
25.017378166666667,121.540087
25.017378,121.54008716666667
25.017377833333335,121.54008733333333
25.01737766666667,121.5400875
25.017377333333332,121.5400875
25.017376833333334,121.54008783333333
25.017377,121.540088
25.017377166666666,121.5400885
25.017377333333332,121.54008883333333
25.017377333333332,121.5400895
25.0173775,121.54008983333334
25.017377333333332,121.54009016666667
25.017376833333334,121.54008983333334
25.0173765,121.54008983333334
25.0173765,121.54008983333334
25.017376,121.54008883333333
25.017375666666666,121.54008816666666
25.0173755,121.54008666666667
25.017374833333335,121.54008516666667
25.017374166666666,121.5400835
25.01737333333333,121.540082
25.0173735,121.54008066666667
25.017373666666668,121.54007916666667
25.017373666666668,121.54007733333333
25.0173735,121.54007566666667
25.017373,121.54007333333334
25.017373,121.54007166666666
25.017373166666665,121.54007
25.017373166666665,121.540068
25.017373166666665,121.54006616666666
25.017372666666667,121.54006416666667
25.017372333333334,121.54006183333334
25.0173725,121.54005966666666
25.017372833333333,121.54005733333334
25.017372833333333,121.540055
25.0173725,121.5400525
25.017372166666668,121.54005033333334
25.017372,121.54004816666666
25.017372166666668,121.54004616666667
25.017372166666668,121.540044
25.017372333333334,121.54004183333333
25.0173725,121.54004
25.017372166666668,121.54003783333333
25.017372166666668,121.54003583333333
25.017372333333334,121.54003383333334
25.017372333333334,121.5400315
25.017372333333334,121.54002966666667
