Latitude,Longitude,Mode
25.0186795,121.5428835,Autonomous
25.018679333333335,121.54288366666667,Autonomous
25.018679166666665,121.54288383333333,Autonomous
25.018678833333333,121.54288383333333,Autonomous
25.018678666666666,121.542884,Autonomous
25.0186785,121.542884,Autonomous
25.018678166666668,121.54288416666667,Autonomous
25.018678,121.54288433333333,Autonomous
25.018677666666665,121.54288433333333,Autonomous
25.018677333333333,121.5428845,Autonomous
25.018677166666667,121.5428845,Autonomous
25.018677,121.5428845,Autonomous
25.018676666666668,121.54288433333333,Autonomous
25.0186765,121.5428845,Autonomous
25.01867633333333,121.54288433333333,Autonomous
25.01867633333333,121.54288433333333,Autonomous
25.018676166666665,121.54288433333333,Autonomous
25.018675833333333,121.5428845,Autonomous
25.018675666666667,121.5428845,Autonomous
25.0186755,121.54288466666667,Autonomous
25.018675333333334,121.54288466666667,Autonomous
25.018675166666668,121.54288466666667,Autonomous
25.018675,121.54288466666667,Autonomous
25.018674833333332,121.54288466666667,Autonomous
25.0186745,121.54288466666667,Autonomous
25.018674333333333,121.5428845,Autonomous
25.018674166666667,121.5428845,Autonomous
25.018674,121.54288466666667,Autonomous
25.018673833333334,121.54288466666667,Autonomous
25.01867366666667,121.54288483333333,Autonomous
25.01867366666667,121.54288483333333,Autonomous
25.0186735,121.54288483333333,Autonomous
25.018673166666666,121.542885,Autonomous
25.018673,121.54288516666666,Autonomous
25.018672833333333,121.54288516666666,Autonomous
25.018672833333333,121.542885,Autonomous
25.0186725,121.54288516666666,Autonomous
25.018672333333335,121.54288516666666,Autonomous
25.018672166666665,121.54288516666666,Autonomous
25.018672166666665,121.542885,Autonomous
25.018672,121.542885,Autonomous
25.018672,121.542885,Autonomous
25.018671833333332,121.542885,Autonomous
25.018671833333332,121.542885,Autonomous
25.018671666666666,121.542885,Autonomous
25.0186715,121.542885,Autonomous
25.018671333333334,121.54288516666666,Autonomous
25.018671166666667,121.54288516666666,Autonomous
25.018671166666667,121.54288516666666,Autonomous
25.018671166666667,121.542885,Autonomous
25.018671,121.542885,Autonomous
25.018670833333335,121.54288483333333,Autonomous
25.018670833333335,121.54288483333333,Autonomous
25.018670666666665,121.542885,Autonomous
25.018670666666665,121.54288483333333,Autonomous
25.018670666666665,121.542885,Autonomous
25.018670666666665,121.54288483333333,Autonomous
25.0186705,121.54288483333333,Autonomous
25.0186705,121.54288483333333,Autonomous
25.018670333333333,121.54288483333333,Autonomous
25.018670166666666,121.54288483333333,Autonomous
25.018670166666666,121.54288483333333,Autonomous
25.01867,121.54288483333333,Autonomous
25.018669833333334,121.54288483333333,Autonomous
25.018669666666668,121.54288483333333,Autonomous
25.0186695,121.5428845,Autonomous
25.0186695,121.5428845,Autonomous
25.0186695,121.5428845,Autonomous
25.01866933333333,121.5428845,Autonomous
25.018669166666665,121.54288433333333,Autonomous
25.018669166666665,121.54288433333333,Autonomous
25.018669166666665,121.54288433333333,Autonomous
25.018669166666665,121.54288416666667,Autonomous
25.018669166666665,121.54288433333333,Autonomous
25.018669166666665,121.54288433333333,Autonomous
25.018669,121.54288433333333,Autonomous
25.018668833333333,121.54288433333333,Autonomous
25.018668833333333,121.54288433333333,Autonomous
25.018668666666667,121.5428845,Autonomous
25.0186685,121.5428845,Autonomous
25.018668333333334,121.54288466666667,Autonomous
25.018668166666668,121.5428845,Autonomous
25.018668166666668,121.5428845,Autonomous
25.018668,121.5428845,Autonomous
25.018667833333332,121.5428845,Autonomous
25.018667833333332,121.5428845,Autonomous
25.018667833333332,121.5428845,Autonomous
25.018667666666666,121.5428845,Autonomous
25.018667666666666,121.5428845,Autonomous
25.018667666666666,121.5428845,Autonomous
25.0186675,121.5428845,Autonomous
25.0186675,121.54288433333333,Autonomous
25.0186675,121.54288433333333,Autonomous
25.0186675,121.54288416666667,Autonomous
25.018667333333333,121.54288416666667,Autonomous
25.018667333333333,121.542884,Autonomous
25.018667166666667,121.542884,Autonomous
25.018667166666667,121.542884,Autonomous
25.018667,121.542884,Autonomous
25.018666833333334,121.54288383333333,Autonomous
25.018666666666668,121.54288366666667,Autonomous
25.018666666666668,121.5428835,Autonomous
25.0186665,121.5428835,Autonomous
25.0186665,121.5428835,Autonomous
25.018666333333332,121.5428835,Autonomous
25.018666333333332,121.54288333333334,Autonomous
25.0186665,121.54288333333334,Autonomous
25.0186665,121.54288333333334,Autonomous
25.018666333333332,121.54288316666667,Autonomous
25.018666333333332,121.54288316666667,Autonomous
25.018666333333332,121.542883,Autonomous
25.018666333333332,121.54288283333334,Autonomous
25.018666333333332,121.54288266666667,Autonomous
25.018666,121.54288216666667,Autonomous
25.018666,121.542882,Autonomous
25.018665833333333,121.54288183333334,Autonomous
25.018665666666667,121.542882,Autonomous
25.018665666666667,121.542882,Autonomous
25.0186655,121.542882,Autonomous
25.018665333333335,121.542882,Autonomous
25.01866516666667,121.542882,Autonomous
25.01866516666667,121.54288183333334,Autonomous
25.01866516666667,121.54288183333334,Autonomous
25.018665,121.54288166666667,Autonomous
25.018665,121.5428815,Autonomous
25.018665,121.5428815,Autonomous
25.01866516666667,121.5428815,Autonomous
25.01866516666667,121.5428815,Autonomous
25.01866516666667,121.5428815,Autonomous
